store_name,product_name,category,inventory_level,reorder_point,gap_to_reorder_point,urgency,recommendation
Delhi Connaught Place Store,Slime Kit,Toys,34.0,42,8.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Patna MG Road Store,Water Purifier Classic,Electronics,39.0,47,8.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Ludhiana Central Plaza,Console Table,Furniture,40.0,48,8.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Bengaluru Koramangala Store,School Bag Plus,Stationery,74.0,82,8.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Bengaluru Koramangala Store,Biscuit Pack Classic,Groceries,30.0,38,8.0,🟢 Low — Standard Reorder,Reorder immediately
Bhopal Central Plaza,Wall Shelf Set,Furniture,55.0,63,8.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Building Blocks Mini,Toys,57.0,65,8.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Visakhapatnam Downtown Store,Skateboard Kids,Toys,47.0,55,8.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Guwahati Mall Outlet,Summer Dress,Clothing,54.0,62,8.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Hyderabad Central Plaza,TV Stand,Furniture,33.0,41,8.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nagpur Station Road Store,Mirror Frame Plus,Home Decor,47.0,55,8.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Raipur High Street Store,Perfume Classic,Beauty,85.0,93,8.0,🟢 Low — Standard Reorder,Reorder immediately
Ludhiana Central Plaza,Storage Container Set Classic,Kitchen,23.0,31,8.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Lucknow City Centre Store,Rain Jacket,Clothing,38.0,46,8.0,🟢 Low — Standard Reorder,Reorder immediately
Kochi Ring Road Store,Maxi Dress,Clothing,61.0,68,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Indore Downtown Store,Green Tea Pack,Groceries,46.0,53,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nagpur Station Road Store,Table Lamp Mini,Home Decor,80.0,87,7.0,🟢 Low — Standard Reorder,Reorder immediately
Jaipur High Street Store,Mixer Grinder,Kitchen,54.0,61,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Chandigarh High Street Store,Sunflower Oil 1L,Groceries,48.0,55,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Jaipur High Street Store,Ottoman Stool,Furniture,47.0,54,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Delhi Connaught Place Store,Wall Clock Mini,Home Decor,60.0,67,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Kochi Ring Road Store,Webcam HD,Electronics,56.0,63,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Raipur High Street Store,Laptop Sleeve,Electronics,51.0,58,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Coimbatore City Centre Store,Decorative Vase Classic,Home Decor,68.0,75,7.0,🟢 Low — Standard Reorder,Reorder immediately
Surat Ring Road Store,Dining Table Mini,Furniture,23.0,30,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Visakhapatnam Downtown Store,Salt 1kg,Groceries,73.0,80,7.0,🟢 Low — Standard Reorder,Reorder immediately
Hyderabad Central Plaza,Toy Robot Classic,Toys,39.0,46,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nagpur Station Road Store,Football,Sports,34.0,41,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Bhopal Central Plaza,Decorative Vase Plus,Home Decor,36.0,43,7.0,🟢 Low — Standard Reorder,Reorder immediately
Pune Central Store,Skipping Rope Plus,Sports,23.0,30,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Patna MG Road Store,School Bag,Stationery,45.0,52,7.0,🟢 Low — Standard Reorder,Reorder immediately
Bhopal Central Plaza,Action Figure Classic,Toys,29.0,36,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Delhi Connaught Place Store,Card Game Set Classic,Toys,23.0,30,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Fish Tank Filter Classic,Pet Supplies,60.0,67,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Chandigarh High Street Store,Running Shoes Plus,Sports,73.0,80,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Coimbatore City Centre Store,File Folder Pack Plus,Stationery,43.0,50,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Ahmedabad Mall Outlet,LED TV Classic,Electronics,88.0,95,7.0,🟢 Low — Standard Reorder,Reorder immediately
Guwahati Mall Outlet,Sugar 1kg Classic,Groceries,76.0,83,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Visakhapatnam Downtown Store,Face Serum Plus,Beauty,74.0,81,7.0,🟢 Low — Standard Reorder,Reorder immediately
Ahmedabad Mall Outlet,Denim Jacket,Clothing,67.0,74,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Kolkata MG Road Store,Running Shoes Plus,Sports,73.0,80,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Face Wash Mini,Beauty,34.0,41,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Shampoo 500ml Mini,Beauty,78.0,85,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nagpur Station Road Store,Yoga Mat Plus,Sports,40.0,47,7.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Polo T-Shirt,Clothing,68.0,75,7.0,🟢 Low — Standard Reorder,Reorder immediately
Guwahati Mall Outlet,Hair Oil Classic,Beauty,73.0,79,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Lucknow City Centre Store,Bedside Table,Furniture,63.0,69,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Lucknow City Centre Store,Photo Frame Set Mini,Home Decor,69.0,75,6.0,🟢 Low — Standard Reorder,Reorder immediately
Delhi Connaught Place Store,Organic Honey 500g,Groceries,40.0,46,6.0,🟢 Low — Standard Reorder,Reorder immediately
Surat Ring Road Store,Green Tea Pack,Groceries,47.0,53,6.0,🟢 Low — Standard Reorder,Reorder immediately
Chandigarh High Street Store,Slime Kit Mini,Toys,62.0,68,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Hyderabad Central Plaza,Dumbbell Set Mini,Sports,86.0,92,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Bhopal Central Plaza,Fairy Lights Classic,Home Decor,65.0,71,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nagpur Station Road Store,Card Game Set Classic,Toys,24.0,30,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Indore Downtown Store,Toy Kitchen Set,Toys,36.0,42,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Vadodara MG Road Store,Moisturizer Cream Classic,Beauty,80.0,86,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Ahmedabad Mall Outlet,Pulses 1kg Plus,Groceries,69.0,75,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Guwahati Mall Outlet,Winter Jacket Plus,Clothing,40.0,46,6.0,🟢 Low — Standard Reorder,Reorder immediately
Kochi Ring Road Store,Bean Bag,Furniture,60.0,66,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Surat Ring Road Store,LED Strip Lights,Electronics,47.0,53,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Delhi Connaught Place Store,Smartphone Classic,Electronics,75.0,81,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Guwahati Mall Outlet,Pet Shampoo,Pet Supplies,55.0,61,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Lipstick,Beauty,88.0,94,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Guwahati Mall Outlet,Face Wash Plus,Beauty,56.0,62,6.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Bengaluru Koramangala Store,Salt 1kg Classic,Groceries,44.0,50,6.0,🟢 Low — Standard Reorder,Reorder immediately
Chandigarh High Street Store,Skateboard Kids,Toys,50.0,55,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Mumbai Andheri Store,Cricket Bat Classic,Sports,43.0,48,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Surat Ring Road Store,Dog Food 3kg Mini,Pet Supplies,33.0,38,5.0,🟢 Low — Standard Reorder,Reorder immediately
Patna MG Road Store,Blender Plus,Kitchen,93.0,98,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Chennai T Nagar Store,Wireless Keyboard,Electronics,42.0,47,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Coimbatore City Centre Store,Lipstick Plus,Beauty,27.0,32,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Hyderabad Central Plaza,Ball Pen Set Classic,Stationery,47.0,52,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Visakhapatnam Downtown Store,Tiffin Box Classic,Kitchen,93.0,98,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Storage Container Set Classic,Kitchen,26.0,31,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Kochi Ring Road Store,Bird Cage Classic,Pet Supplies,25.0,30,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Visakhapatnam Downtown Store,Table Lamp Classic,Home Decor,37.0,42,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Delhi Connaught Place Store,Rain Jacket,Clothing,41.0,46,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Surat Ring Road Store,File Folder Pack,Stationery,35.0,40,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Kolkata MG Road Store,Calculator Mini,Stationery,33.0,38,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Delhi Connaught Place Store,Yoga Mat Plus,Sports,42.0,47,5.0,🟢 Low — Standard Reorder,Reorder immediately
Delhi Connaught Place Store,Extension Board,Electronics,70.0,75,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Lucknow City Centre Store,Cargo Pants,Clothing,35.0,40,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Delhi Connaught Place Store,Power Bank Classic,Electronics,33.0,38,5.0,🟢 Low — Standard Reorder,Reorder immediately
Nashik Station Road Store,Printer Paper Ream Plus,Stationery,68.0,73,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Delhi Connaught Place Store,Dog Food 3kg Mini,Pet Supplies,33.0,38,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Ranchi Mall Outlet,Moisturizer Cream,Beauty,28.0,33,5.0,🟢 Low — Standard Reorder,Reorder immediately
Chennai T Nagar Store,Running Shoes,Sports,42.0,47,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Chennai T Nagar Store,Pasta 500g,Groceries,54.0,59,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Guwahati Mall Outlet,Woolen Sweater Plus,Clothing,84.0,89,5.0,🟢 Low — Standard Reorder,Reorder immediately
Nagpur Station Road Store,Card Game Set Mini,Toys,55.0,60,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Visakhapatnam Downtown Store,Bar Stool,Furniture,53.0,58,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Chandigarh High Street Store,Toy Drone,Toys,55.0,60,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Kurta Set,Clothing,37.0,42,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Guwahati Mall Outlet,Yoga Mat,Sports,33.0,38,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Chandigarh High Street Store,Lipstick Mini,Beauty,94.0,99,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nagpur Station Road Store,Silk Saree Classic,Clothing,26.0,31,5.0,🟢 Low — Standard Reorder,Reorder immediately
Nagpur Station Road Store,Doll House Mini,Toys,76.0,81,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Chennai T Nagar Store,Building Blocks Mini,Toys,81.0,86,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nagpur Station Road Store,Ball Pen Set Classic,Stationery,47.0,52,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Delhi Connaught Place Store,Shampoo 500ml Classic,Beauty,56.0,61,5.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Ludhiana Central Plaza,Basmati Rice 5kg Classic,Groceries,42.0,46,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Hyderabad Central Plaza,Football Classic,Sports,42.0,46,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Surat Ring Road Store,Woolen Sweater,Clothing,54.0,58,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Surat Ring Road Store,Wall Art Canvas Plus,Home Decor,58.0,62,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Jaipur High Street Store,Pet Leash,Pet Supplies,30.0,34,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Jaipur High Street Store,Geometry Box Mini,Stationery,48.0,52,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Lucknow City Centre Store,Sunscreen Lotion Plus,Beauty,32.0,36,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Hyderabad Central Plaza,Rug,Home Decor,68.0,72,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Ranchi Mall Outlet,Organic Honey 500g,Groceries,42.0,46,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Lucknow City Centre Store,Wardrobe Mini,Furniture,42.0,46,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Surat Ring Road Store,Coffee Powder 250g,Groceries,36.0,40,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Delhi Connaught Place Store,Memory Card 64GB,Electronics,46.0,50,4.0,🟢 Low — Standard Reorder,Reorder immediately
Chennai T Nagar Store,Dog Food 3kg Mini,Pet Supplies,34.0,38,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Delhi Connaught Place Store,Pet Leash,Pet Supplies,30.0,34,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Cycling Helmet Classic,Sports,66.0,70,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Bengaluru Koramangala Store,Action Figure Classic,Toys,32.0,36,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Hyderabad Central Plaza,Study Table,Furniture,65.0,69,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Guwahati Mall Outlet,Hoodie Classic,Clothing,77.0,81,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Raipur High Street Store,Chew Toy Plus,Pet Supplies,72.0,76,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Indore Downtown Store,Football Plus,Sports,92.0,96,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Vadodara MG Road Store,Study Table Classic,Furniture,27.0,31,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Mumbai Andheri Store,Rug,Home Decor,68.0,72,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Pet Leash,Pet Supplies,30.0,34,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Bhopal Central Plaza,Decorative Vase Mini,Home Decor,92.0,96,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Surat Ring Road Store,Dining Table Classic,Furniture,58.0,62,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Visakhapatnam Downtown Store,Pet Leash,Pet Supplies,30.0,34,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Toy Drone Mini,Toys,30.0,34,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Vadodara MG Road Store,Instant Noodles Pack,Groceries,75.0,79,4.0,🟢 Low — Standard Reorder,Reorder immediately
Pune Central Store,Chopping Board Plus,Kitchen,47.0,51,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Hyderabad Central Plaza,Coffee Table Mini,Furniture,84.0,88,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Raipur High Street Store,Sofa Set Mini,Furniture,77.0,81,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Jaipur High Street Store,Decorative Vase Classic,Home Decor,71.0,75,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nagpur Station Road Store,Cargo Pants Plus,Clothing,79.0,83,4.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Indore Downtown Store,Mirror Frame Classic,Home Decor,61.0,65,4.0,🟢 Low — Standard Reorder,Reorder immediately
Surat Ring Road Store,Memory Card 64GB,Electronics,47.0,50,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Raipur High Street Store,Organic Honey 500g,Groceries,43.0,46,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Bengaluru Koramangala Store,Card Game Set Mini,Toys,57.0,60,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Ketchup 500ml,Groceries,70.0,73,3.0,🟢 Low — Standard Reorder,Reorder immediately
Mumbai Andheri Store,Formal Trousers,Clothing,70.0,73,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Mumbai Andheri Store,Yoga Mat,Sports,35.0,38,3.0,🟢 Low — Standard Reorder,Reorder immediately
Raipur High Street Store,Bar Stool,Furniture,55.0,58,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Surat Ring Road Store,Rain Jacket Plus,Clothing,81.0,84,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Kolkata MG Road Store,Pressure Cooker,Kitchen,81.0,84,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Bhopal Central Plaza,Sports Jersey,Clothing,74.0,77,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Visakhapatnam Downtown Store,Rain Jacket,Clothing,43.0,46,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nagpur Station Road Store,File Folder Pack,Stationery,37.0,40,3.0,🟢 Low — Standard Reorder,Reorder immediately
Chennai T Nagar Store,Pressure Cooker Mini,Kitchen,63.0,66,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Ahmedabad Mall Outlet,Decorative Vase Plus,Home Decor,40.0,43,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Chandigarh High Street Store,Non-Stick Pan Plus,Kitchen,90.0,93,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Guwahati Mall Outlet,Chew Toy Classic,Pet Supplies,47.0,50,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Patna MG Road Store,Shampoo 500ml,Beauty,78.0,81,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Vadodara MG Road Store,Leather Belt Plus,Clothing,46.0,49,3.0,🟢 Low — Standard Reorder,Reorder immediately
Bhopal Central Plaza,Water Gun,Toys,78.0,81,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Kurta Set Classic,Clothing,57.0,60,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Visakhapatnam Downtown Store,Kids Study Desk,Furniture,52.0,55,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Bengaluru Koramangala Store,Bird Cage,Pet Supplies,63.0,66,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Patna MG Road Store,Fitness Band Mini,Sports,35.0,38,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Surat Ring Road Store,Hoodie,Clothing,69.0,72,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Chandigarh High Street Store,Biscuit Pack Classic,Groceries,35.0,38,3.0,🟢 Low — Standard Reorder,Reorder immediately
Hyderabad Central Plaza,Knife Set Plus,Kitchen,88.0,91,3.0,🟢 Low — Standard Reorder,Reorder immediately
Coimbatore City Centre Store,Pet Leash Mini,Pet Supplies,40.0,43,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Indore Downtown Store,Knife Set Mini,Kitchen,32.0,35,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Visakhapatnam Downtown Store,Cricket Bat Plus,Sports,78.0,81,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Ranchi Mall Outlet,Water Gun,Toys,78.0,81,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Bhopal Central Plaza,Highlighter Set,Stationery,33.0,36,3.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Pune Central Store,Screen Protector,Electronics,46.0,48,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Guwahati Mall Outlet,Skipping Rope Classic,Sports,59.0,61,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Hyderabad Central Plaza,Sketch Pen Set Classic,Stationery,42.0,44,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Raipur High Street Store,Bicycle Kids,Toys,67.0,69,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Bhopal Central Plaza,Slime Kit,Toys,40.0,42,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Hyderabad Central Plaza,Tiffin Box Classic,Kitchen,96.0,98,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nashik Station Road Store,Cricket Bat,Sports,29.0,31,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Vadodara MG Road Store,Almonds 500g,Groceries,47.0,49,2.0,🟢 Low — Standard Reorder,Reorder immediately
Bengaluru Koramangala Store,Gym Gloves,Sports,82.0,84,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Kochi Ring Road Store,Notebook Pack Mini,Stationery,38.0,40,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Raipur High Street Store,Bed Frame Mini,Furniture,35.0,37,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Lucknow City Centre Store,LED Strip Lights,Electronics,51.0,53,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Mumbai Andheri Store,Electric Kettle Plus,Electronics,30.0,32,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nashik Station Road Store,Smart Watch Band,Electronics,58.0,60,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nagpur Station Road Store,Pet Leash Classic,Pet Supplies,74.0,76,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Chandigarh High Street Store,Kurta Set,Clothing,40.0,42,2.0,🟢 Low — Standard Reorder,Reorder immediately
Jaipur High Street Store,Pulses 1kg Classic,Groceries,34.0,36,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Patna MG Road Store,Football,Sports,39.0,41,2.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Patna MG Road Store,Pet Leash Plus,Pet Supplies,37.0,38,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Lucknow City Centre Store,Football,Sports,40.0,41,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Bengaluru Koramangala Store,Table Lamp Mini,Home Decor,86.0,87,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Ranchi Mall Outlet,Denim Jacket,Clothing,73.0,74,1.0,🟢 Low — Standard Reorder,Reorder immediately
Ranchi Mall Outlet,Cat Litter Pack Plus,Pet Supplies,39.0,40,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Delhi Connaught Place Store,Sugar 1kg,Groceries,45.0,46,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Hyderabad Central Plaza,Kite Set,Toys,50.0,51,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
